"Indicator","PUBLISH STATES","Year","WHO region","Country","Age Group","Sex","Display Value","Numeric","Low","High","Comments"
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Qatar","18+  years","Male","29.9 [25.3-34.8]","29.90316","25.34304","34.78569",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Qatar","18+  years","Both sexes","33.3 [29.8-36.8]","33.29006","29.83073","36.83995",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Qatar","18+  years","Male","33.4 [28.9-38.3]","33.42118","28.86106","38.30371",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Qatar","18+  years","Both sexes","41.6 [38.1-45.1]","41.55096","38.09163","45.10085",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Qatar","18+  years","Female","46.9 [41.8-52]","46.90582","41.84682","52.01458",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Qatar","18+  years","Female","49.7 [44.6-54.8]","49.68074","44.62175","54.78950",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Romania","18+  years","Male","18.9 [5.1-55]","18.86764","5.11767","55.02391",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Romania","18+  years","Male","19.1 [5.2-55.3]","19.08977","5.16465","55.27385",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Romania","18+  years","Both sexes","25.3 [6.8-61.7]","25.32409","6.79051","61.70014",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Romania","18+  years","Both sexes","26.5 [7-62.6]","26.46217","7.04028","62.59710",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Romania","18+  years","Female","31.8 [9-68.2]","31.78055","8.98669","68.18239",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Romania","18+  years","Female","33.3 [9.5-69.5]","33.31309","9.52339","69.52757",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Russian Federation","18+  years","Male","10.1 [6.6-14.7]","10.05417","6.63704","14.65350",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Russian Federation","18+  years","Male","10.2 [6.8-14.8]","10.23518","6.81805","14.83452",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Russian Federation","18+  years","Both sexes","11.1 [8.4-14.4]","11.10286","8.35776","14.37049",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Russian Federation","18+  years","Female","12 [8-16.9]","11.96385","7.96313","16.93711",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Russian Federation","18+  years","Female","8.8 [4.8-13.8]","8.81706","4.81634","13.79032",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Russian Federation","18+  years","Both sexes","9.5 [6.8-12.8]","9.52612","6.78102","12.79375",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Rwanda","18+  years","Male","10 [8.2-12]","9.97408","8.24064","11.95526",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Rwanda","18+  years","Male","12 [10.3-14]","12.04074","10.30731","14.02193",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Rwanda","18+  years","Both sexes","13.6 [12.4-15]","13.63827","12.36165","15.00191",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Rwanda","18+  years","Both sexes","15.3 [14-16.7]","15.30037","14.02376","16.66402",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Rwanda","18+  years","Female","17 [15.2-18.9]","16.99760","15.20155","18.92440",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Rwanda","18+  years","Female","18.6 [16.8-20.5]","18.56001","16.76396","20.48681",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Saudi Arabia","18+  years","Male","52.1 [46.9-57.3]","52.14248","46.91872","57.33574",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Saudi Arabia","18+  years","Male","53.2 [48-58.4]","53.24392","48.02015","58.43718",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Saudi Arabia","18+  years","Both sexes","58.5 [54.6-62.2]","58.47255","54.63518","62.23598",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Saudi Arabia","18+  years","Both sexes","61 [57.1-64.7]","60.97709","57.13971","64.74052",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Saudi Arabia","18+  years","Female","67.7 [62.1-73]","67.71300","62.09806","72.97479",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Saudi Arabia","18+  years","Female","68.7 [63.1-74]","68.71027","63.09533","73.97206",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Sudan","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Sudan","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Sudan","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Sudan","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Sudan","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Sudan","18+  years","Both sexes","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Senegal","18+  years","Male","18 [5.1-52.9]","18.02688","5.08518","52.94661",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Senegal","18+  years","Male","21 [6.1-56.8]","21.03385","6.10602","56.84049",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Senegal","18+  years","Both sexes","22.1 [6-56.3]","22.09898","5.95372","56.28544",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Senegal","18+  years","Both sexes","25 [7.2-60.2]","25.03308","7.19537","60.16879",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Senegal","18+  years","Female","25.8 [6.9-60.5]","25.76898","6.85712","60.49538",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Senegal","18+  years","Female","29 [8-63.6]","29.03232","7.96046","63.58473",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Singapore","18+  years","Male","30.9 [27.8-34.2]","30.90026","27.79966","34.19196",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Singapore","18+  years","Male","31.6 [28.5-34.9]","31.59067","28.49007","34.88236",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Singapore","18+  years","Both sexes","33.1 [30.7-35.5]","33.08759","30.72710","35.54509",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Singapore","18+  years","Both sexes","33.7 [31.3-36.1]","33.68859","31.32810","36.14609",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Singapore","18+  years","Female","35.3 [31.7-39.1]","35.27493","31.69005","39.05984",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Singapore","18+  years","Female","35.7 [32.1-39.5]","35.69415","32.10927","39.47906",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Solomon Islands","18+  years","Male","29 [22.6-36]","28.98639","22.59218","36.04794",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Solomon Islands","18+  years","Male","30.2 [23.8-37.3]","30.20167","23.80746","37.26322",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Solomon Islands","18+  years","Both sexes","34 [29.2-39]","33.99913","29.23792","39.01199",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Solomon Islands","18+  years","Both sexes","35.1 [30.3-40.1]","35.06260","30.30139","40.07545",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Solomon Islands","18+  years","Female","39 [32.1-46.3]","38.99815","32.10350","46.28114",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Solomon Islands","18+  years","Female","39.9 [33-47.2]","39.92352","33.02886","47.20650",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Sierra Leone","18+  years","Male","10.5 [7.6-14.3]","10.53421","7.62450","14.26602",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Sierra Leone","18+  years","Both sexes","11.6 [8.7-15]","11.57164","8.65536","15.01295",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Sierra Leone","18+  years","Both sexes","14.2 [11.3-17.7]","14.22022","11.30393","17.66153",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Sierra Leone","18+  years","Female","15 [9.4-22.3]","15.02066","9.39865","22.33339",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Sierra Leone","18+  years","Female","17.9 [12.3-25.2]","17.90622","12.28421","25.21895",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Sierra Leone","18+  years","Male","8 [5.1-11.8]","8.02478","5.11507","11.75659",""
"Insufficiently active (crude estimate)","Published","2010","Americas","El Salvador","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","El Salvador","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","El Salvador","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","El Salvador","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","El Salvador","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","El Salvador","18+  years","Both sexes","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Europe","San Marino","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Europe","San Marino","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Europe","San Marino","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","San Marino","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","San Marino","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","San Marino","18+  years","Both sexes","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Somalia","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Somalia","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Somalia","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Somalia","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Somalia","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Somalia","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Serbia","18+  years","Male","33.5 [12.3-73.6]","33.54471","12.30743","73.61279",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Serbia","18+  years","Male","35.3 [13.2-74.9]","35.27641","13.20803","74.94955",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Serbia","18+  years","Both sexes","38.7 [13.2-75.8]","38.65118","13.24330","75.80060",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Serbia","18+  years","Both sexes","41.4 [14.7-77.4]","41.38092","14.68403","77.42509",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Serbia","18+  years","Female","43.8 [15.7-79.3]","43.75766","15.66788","79.29942",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Serbia","18+  years","Female","47.1 [17.9-81.1]","47.08166","17.90689","81.07662",""
"Insufficiently active (crude estimate)","Published","2010","Africa","South Sudan","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Africa","South Sudan","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Africa","South Sudan","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","South Sudan","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","South Sudan","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","South Sudan","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Sao Tome and Principe","18+  years","Male","10.3 [7-15]","10.33375","7.03504","15.04246",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Sao Tome and Principe","18+  years","Both sexes","13.4 [11.6-15.4]","13.41004","11.60426","15.39757",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Sao Tome and Principe","18+  years","Both sexes","15.6 [13.8-17.6]","15.63210","13.82632","17.61963",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Sao Tome and Principe","18+  years","Female","18.3 [16.1-20.8]","18.33219","16.07202","20.77939",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Sao Tome and Principe","18+  years","Female","20.9 [18.7-23.4]","20.93044","18.67027","23.37764",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Sao Tome and Principe","18+  years","Male","8.1 [4.8-12.8]","8.12785","4.82913","12.83655",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Suriname","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Suriname","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Suriname","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Suriname","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Suriname","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Suriname","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Slovakia","18+  years","Male","16.6 [4.6-48.7]","16.59534","4.56934","48.67085",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Slovakia","18+  years","Male","16.8 [4.6-49.2]","16.82186","4.62850","49.17678",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Slovakia","18+  years","Both sexes","17.8 [4.9-49.7]","17.83101","4.89777","49.65766",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Slovakia","18+  years","Female","19.1 [4.5-48.7]","19.06668","4.45812","48.73325",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Slovakia","18+  years","Both sexes","19.2 [5.4-51.6]","19.21091","5.38013","51.63993",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Slovakia","18+  years","Female","21.4 [5.1-51.3]","21.41528","5.11532","51.28148",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Slovenia","18+  years","Male","17.4 [4.9-50.6]","17.42701","4.85186","50.63329",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Slovenia","18+  years","Male","18.8 [5.3-52.8]","18.83490","5.31588","52.75980",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Slovenia","18+  years","Both sexes","21.3 [5.1-53.2]","21.27216","5.05744","53.16672",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Slovenia","18+  years","Both sexes","24.1 [5.8-55.6]","24.11809","5.75436","55.60715",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Slovenia","18+  years","Female","25.1 [6.5-59.2]","25.11731","6.51785","59.15646",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Slovenia","18+  years","Female","29.2 [7.9-62.8]","29.24281","7.88162","62.76080",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Sweden","18+  years","Male","24.4 [7.3-62.8]","24.40593","7.34236","62.76399",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Sweden","18+  years","Male","26.2 [8-64.8]","26.23554","7.97849","64.84025",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Sweden","18+  years","Both sexes","28.7 [8.1-65.2]","28.70566","8.07715","65.16210",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Sweden","18+  years","Both sexes","31.1 [8.9-67.5]","31.06929","8.87842","67.47039",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Sweden","18+  years","Female","33 [9.6-69.2]","33.00539","9.59758","69.23414",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Sweden","18+  years","Female","35.8 [10.6-71.6]","35.78569","10.64255","71.63471",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Swaziland","18+  years","Male","29.4 [9.9-70.4]","29.42297","9.89874","70.43833",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Swaziland","18+  years","Male","32.8 [11.4-73.2]","32.78998","11.39788","73.23579",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Swaziland","18+  years","Both sexes","34.2 [10.7-72.6]","34.19963","10.66282","72.56218",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Swaziland","18+  years","Both sexes","36.8 [11.8-74.4]","36.78959","11.80857","74.41547",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Swaziland","18+  years","Female","38.6 [12.5-76]","38.62856","12.45932","75.95171",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Swaziland","18+  years","Female","40.8 [13.4-77.1]","40.78920","13.43849","77.12852",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Seychelles","18+  years","Male","18.2 [14.7-22.2]","18.24274","14.69608","22.24026",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Seychelles","18+  years","Male","19.3 [15.8-23.3]","19.30494","15.75828","23.30245",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Seychelles","18+  years","Both sexes","20.6 [18.4-22.9]","20.56227","18.36800","22.91434",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Seychelles","18+  years","Both sexes","20.8 [18.6-23.1]","20.78584","18.59158","23.13791",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Seychelles","18+  years","Female","22.3 [19.5-25.3]","22.26675","19.48766","25.28841",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Seychelles","18+  years","Female","23 [20.2-26]","22.96541","20.18632","25.98707",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Syrian Arab Republic","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Syrian Arab Republic","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Syrian Arab Republic","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Syrian Arab Republic","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Syrian Arab Republic","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Syrian Arab Republic","18+  years","Both sexes","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Chad","18+  years","Male","19.2 [5.3-54.5]","19.15442","5.30704","54.53871",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Chad","18+  years","Male","21.7 [6.3-58.1]","21.74088","6.31199","58.10950",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Chad","18+  years","Both sexes","22 [5.5-55.6]","21.99002","5.47258","55.64214",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Chad","18+  years","Both sexes","24.6 [6.3-58.8]","24.56141","6.34820","58.78399",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Chad","18+  years","Female","24.8 [6.3-59.1]","24.77999","6.27893","59.09993",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Chad","18+  years","Female","27.4 [7.2-61.9]","27.38194","7.23660","61.88489",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Togo","18+  years","Both sexes","10.4 [9-12]","10.42197","8.99581","12.04351",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Togo","18+  years","Female","11 [8.8-13.6]","10.98790","8.80368","13.58805",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Togo","18+  years","Male","7.6 [5.8-9.7]","7.57914","5.81503","9.72285",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Togo","18+  years","Both sexes","8.7 [7.3-10.4]","8.72925","7.30309","10.35080",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Togo","18+  years","Female","9.8 [7.6-12.4]","9.81022","7.62599","12.41037",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Togo","18+  years","Male","9.9 [8.1-12]","9.85604","8.09193","11.99975",""
"Insufficiently active (crude estimate)","Published","2010","South-East Asia","Thailand","18+  years","Male","12.8 [11.2-14.5]","12.75633","11.15157","14.50009",""
"Insufficiently active (age-standardized estimate)","Published","2010","South-East Asia","Thailand","18+  years","Male","12.9 [11.3-14.7]","12.90753","11.30278","14.65130",""
"Insufficiently active (crude estimate)","Published","2010","South-East Asia","Thailand","18+  years","Both sexes","14.6 [13.4-16]","14.64341","13.37887","15.97842",""
"Insufficiently active (age-standardized estimate)","Published","2010","South-East Asia","Thailand","18+  years","Both sexes","14.8 [13.5-16.1]","14.78653","13.52200","16.12155",""
"Insufficiently active (crude estimate)","Published","2010","South-East Asia","Thailand","18+  years","Female","16.4 [14.5-18.5]","16.41561","14.46641","18.51053",""
"Insufficiently active (age-standardized estimate)","Published","2010","South-East Asia","Thailand","18+  years","Female","16.7 [14.7-18.8]","16.66554","14.71634","18.76046",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Tajikistan","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Tajikistan","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Tajikistan","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Tajikistan","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Tajikistan","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Tajikistan","18+  years","Both sexes","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Turkmenistan","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Turkmenistan","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Turkmenistan","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Turkmenistan","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Turkmenistan","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Turkmenistan","18+  years","Both sexes","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","South-East Asia","Timor-Leste","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","South-East Asia","Timor-Leste","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","South-East Asia","Timor-Leste","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","South-East Asia","Timor-Leste","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","South-East Asia","Timor-Leste","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","South-East Asia","Timor-Leste","18+  years","Both sexes","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Tonga","18+  years","Male","12.8 [10.3-15.7]","12.75942","10.26369","15.65157",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Tonga","18+  years","Male","13.3 [10.8-16.2]","13.31437","10.81864","16.20651",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Tonga","18+  years","Both sexes","21.6 [19.4-23.9]","21.58025","19.36066","23.94514",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Tonga","18+  years","Both sexes","21.6 [19.4-24]","21.64079","19.42120","24.00568",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Tonga","18+  years","Female","29.9 [26.5-33.6]","29.92872","26.47227","33.59236",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Tonga","18+  years","Female","30 [26.5-33.6]","29.96721","26.51076","33.63086",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Trinidad and Tobago","18+  years","Male","29.9 [25.9-34.1]","29.88664","25.91965","34.12585",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Trinidad and Tobago","18+  years","Male","30.1 [26.2-34.4]","30.13003","26.16304","34.36924",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Trinidad and Tobago","18+  years","Both sexes","41.5 [38.6-44.5]","41.50290","38.59512","44.46263",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Trinidad and Tobago","18+  years","Both sexes","41.7 [38.8-44.7]","41.72048","38.81269","44.68021",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Trinidad and Tobago","18+  years","Female","52.9 [48.9-56.9]","52.87578","48.87495","56.86138",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Trinidad and Tobago","18+  years","Female","53.1 [49.1-57.1]","53.13525","49.13441","57.12085",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Tunisia","18+  years","Male","18.6 [5.4-52.9]","18.57183","5.41686","52.88997",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Tunisia","18+  years","Male","19.7 [5.9-54.3]","19.66888","5.86148","54.29677",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Tunisia","18+  years","Both sexes","22.6 [6.1-56.4]","22.64127","6.11461","56.38268",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Tunisia","18+  years","Both sexes","23.5 [6.5-57.4]","23.50824","6.47684","57.43512",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Tunisia","18+  years","Female","26.6 [7.4-61.3]","26.55739","7.38496","61.25305",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Tunisia","18+  years","Female","27.3 [7.7-62]","27.34760","7.70299","62.04600",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Turkey","18+  years","Male","27.1 [8.8-67.1]","27.13749","8.75805","67.13680",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Turkey","18+  years","Male","28.1 [9.2-68]","28.10943","9.18304","68.02621",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Turkey","18+  years","Both sexes","32.3 [9.9-69.5]","32.27129","9.90473","69.50648",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Turkey","18+  years","Both sexes","32.8 [10.3-70.1]","32.79325","10.28192","70.14175",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Turkey","18+  years","Female","37.1 [11.8-73.5]","37.06105","11.83622","73.53846",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Turkey","18+  years","Female","37.5 [12-73.8]","37.47707","12.03148","73.84415",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Tuvalu","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Tuvalu","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Tuvalu","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Tuvalu","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Tuvalu","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Tuvalu","18+  years","Both sexes","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Africa","United Republic of Tanzania","18+  years","Male","4.6 [3.4-5.9]","4.55089","3.44784","5.87629",""
